machine_id,time_stamp,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
176,129,42.0068,0.84,100.0,445.0,549.4,1350.68,1123.74,3.91,5.72,138.62,2212.05,8328.7,1.02,41.9,131.04,2388.16,8090.99,9.3507,0.02,330,2212,100.0,10.58,6.3333
176,130,25.0006,0.6209,60.0,462.54,536.55,1260.09,1044.1,7.05,9.03,175.65,1915.45,8018.02,0.94,36.44,165.07,2028.35,7878.08,10.8445,0.02,308,1915,84.93,14.34,8.5553
176,131,10.0064,0.2515,100.0,489.05,604.35,1497.85,1305.64,10.52,15.49,395.93,2318.86,8789.52,1.26,45.34,371.91,2388.05,8143.14,8.6448,0.03,369,2319,100.0,28.61,17.2143
176,132,41.9996,0.84,100.0,445.0,550.1,1349.05,1122.66,3.91,5.71,138.35,2212.02,8320.3,1.02,41.95,130.7,2388.18,8091.05,9.3255,0.02,330,2212,100.0,10.76,6.3877
176,133,35.0041,0.8417,100.0,449.44,555.35,1365.84,1127.7,5.48,8.0,194.47,2223.08,8358.28,1.02,41.79,183.45,2388.16,8075.74,9.3264,0.02,334,2223,100.0,14.84,8.8276
176,134,0.0025,0.001,100.0,518.67,642.29,1582.86,1401.57,14.62,21.6,554.67,2388.01,9064.18,1.3,47.41,522.31,2388.03,8145.36,8.4272,0.03,394,2388,100.0,39.08,23.3991
176,135,0.0003,0.0,100.0,518.67,642.77,1581.08,1405.58,14.62,21.61,553.97,2388.06,9064.73,1.3,47.35,521.63,2388.04,8144.08,8.4039,0.03,392,2388,100.0,38.87,23.2546
176,136,42.0027,0.8404,100.0,445.0,549.64,1349.79,1127.32,3.91,5.72,138.44,2212.01,8326.23,1.02,42.03,130.41,2388.15,8091.12,9.2975,0.02,330,2212,100.0,10.6,6.306
176,137,9.9997,0.25,100.0,489.05,603.96,1495.78,1296.81,10.52,15.49,395.05,2318.86,8790.92,1.26,45.47,371.32,2388.06,8139.89,8.6246,0.03,369,2319,100.0,28.57,17.1554
176,138,42.0042,0.8405,100.0,445.0,549.43,1348.94,1118.46,3.91,5.72,138.77,2212.07,8325.87,1.02,41.96,131.15,2388.12,8098.67,9.3401,0.02,330,2212,100.0,10.62,6.4309
176,139,42.0056,0.84,100.0,445.0,549.05,1352.99,1123.28,3.91,5.72,139.58,2212.03,8334.57,1.02,41.99,130.7,2388.16,8095.12,9.3846,0.02,332,2212,100.0,10.9,6.4152
176,140,35.0056,0.8404,100.0,449.44,555.27,1366.43,1121.59,5.48,8.0,195.53,2223.14,8359.29,1.03,41.79,183.21,2388.21,8082.58,9.3079,0.02,333,2223,100.0,14.91,8.924
176,141,19.9981,0.7,100.0,491.19,607.13,1481.48,1238.3,9.35,13.66,335.57,2324.0,8727.09,1.08,44.34,315.46,2388.15,8064.15,9.191,0.02,366,2324,100.0,24.56,14.7493
176,142,0.0014,0.0006,100.0,518.67,642.52,1588.43,1396.88,14.62,21.61,554.36,2388.03,9076.46,1.3,47.36,521.81,2388.02,8145.01,8.3902,0.03,392,2388,100.0,39.01,23.4278
176,143,24.999,0.6219,60.0,462.54,536.93,1265.36,1051.55,7.05,9.03,175.25,1915.49,8014.11,0.94,36.73,164.81,2028.41,7886.65,10.8616,0.02,305,1915,84.93,14.31,8.63
176,144,20.0045,0.7005,100.0,491.19,607.39,1480.91,1242.2,9.35,13.66,334.92,2324.03,8729.83,1.08,44.23,315.32,2388.17,8067.9,9.217,0.02,364,2324,100.0,24.62,14.7058
176,145,20.0046,0.7,100.0,491.19,607.31,1480.77,1245.22,9.35,13.66,334.92,2324.03,8735.8,1.08,44.23,314.91,2388.11,8074.81,9.2204,0.02,364,2324,100.0,24.65,14.6973
176,146,20.0013,0.7,100.0,491.19,606.98,1482.59,1244.24,9.35,13.65,335.04,2324.01,8736.99,1.08,44.34,315.04,2388.18,8070.85,9.234,0.02,364,2324,100.0,24.5,14.6698
176,147,41.9994,0.84,100.0,445.0,549.72,1355.76,1123.61,3.91,5.72,139.14,2212.12,8340.62,1.02,41.98,131.25,2388.16,8095.32,9.3314,0.02,331,2212,100.0,10.58,6.4016
176,148,20.0052,0.7016,100.0,491.19,607.18,1481.98,1245.36,9.35,13.66,335.07,2323.94,8733.42,1.08,44.16,315.0,2388.15,8076.66,9.2122,0.02,365,2324,100.0,24.38,14.674
176,149,25.0053,0.6208,60.0,462.54,536.38,1253.7,1042.73,7.05,9.03,174.35,1915.57,8015.73,0.94,36.68,164.62,2028.43,7886.13,10.9034,0.02,307,1915,84.93,14.46,8.5466
176,150,10.0011,0.25,100.0,489.05,604.56,1494.63,1308.63,10.52,15.49,394.26,2318.98,8790.27,1.26,45.29,371.54,2388.14,8144.71,8.6832,0.03,371,2319,100.0,28.68,17.0346
176,151,10.0078,0.25,100.0,489.05,604.66,1496.19,1309.35,10.52,15.49,394.95,2318.83,8795.7,1.26,45.49,371.66,2388.12,8141.76,8.6233,0.03,369,2319,100.0,28.42,17.3015
176,152,35.0038,0.84,100.0,449.44,555.63,1368.84,1131.94,5.48,8.0,194.0,2223.23,8355.06,1.02,41.95,183.41,2388.3,8078.39,9.2971,0.02,336,2223,100.0,14.92,9.0194
176,153,25.0007,0.6202,60.0,462.54,536.34,1262.43,1050.31,7.05,9.03,175.57,1915.63,8022.83,0.94,36.63,164.72,2028.53,7883.26,10.9428,0.02,307,1915,84.93,14.34,8.5397
176,154,20.0055,0.701,100.0,491.19,607.3,1482.85,1249.94,9.35,13.66,334.6,2323.98,8731.34,1.08,44.4,314.64,2388.21,8076.26,9.2335,0.02,366,2324,100.0,24.5,14.7953
176,155,25.0014,0.6215,60.0,462.54,537.02,1255.05,1044.27,7.05,9.03,175.75,1915.57,8019.16,0.94,36.71,164.61,2028.41,7884.65,10.8691,0.02,308,1915,84.93,14.23,8.5176
176,156,0.0017,0.0,100.0,518.67,641.94,1576.22,1411.28,14.62,21.61,554.27,2388.03,9075.95,1.3,47.39,521.97,2388.0,8148.57,8.4322,0.03,392,2388,100.0,38.94,23.3685
176,157,10.0064,0.2508,100.0,489.05,605.13,1501.51,1310.07,10.52,15.49,394.54,2318.91,8789.08,1.26,45.3,371.31,2388.09,8142.06,8.6167,0.03,369,2319,100.0,28.5,17.0913
176,158,0.0016,0.0,100.0,518.67,642.45,1589.1,1402.09,14.62,21.61,553.67,2388.07,9066.14,1.3,47.43,522.17,2388.06,8142.56,8.4583,0.03,393,2388,100.0,38.84,23.3162
176,159,10.0004,0.25,100.0,489.05,604.52,1490.48,1307.51,10.52,15.49,395.16,2318.9,8797.82,1.26,45.51,370.98,2388.12,8147.76,8.6558,0.03,368,2319,100.0,28.66,17.1018
176,160,42.0051,0.8409,100.0,445.0,549.57,1356.22,1125.26,3.91,5.71,139.06,2212.16,8341.04,1.02,42.0,130.57,2388.33,8101.66,9.3542,0.02,331,2212,100.0,10.75,6.4012
176,161,35.0055,0.8405,100.0,449.44,555.75,1365.67,1129.71,5.48,8.0,195.15,2223.27,8364.19,1.02,42.06,183.06,2388.41,8084.54,9.3384,0.02,336,2223,100.0,14.82,8.9508
176,162,24.9996,0.6204,60.0,462.54,536.7,1262.23,1049.58,7.05,9.03,176.01,1915.68,8024.22,0.94,36.5,164.19,2028.57,7890.74,10.9202,0.02,306,1915,84.93,14.18,8.6643
176,163,10.0042,0.25,100.0,489.05,604.8,1505.76,1303.94,10.52,15.49,394.27,2318.97,8795.91,1.26,45.35,371.21,2388.15,8146.33,8.6633,0.03,371,2319,100.0,28.38,17.1656
176,164,20.0015,0.7,100.0,491.19,608.04,1489.94,1248.11,9.35,13.66,334.04,2324.06,8740.34,1.07,44.47,314.51,2388.22,8078.44,9.2143,0.02,366,2324,100.0,24.52,14.6893
176,165,19.9985,0.7013,100.0,491.19,608.06,1481.84,1251.22,9.35,13.66,334.41,2324.08,8739.64,1.08,44.33,315.27,2388.22,8083.4,9.2558,0.02,366,2324,100.0,24.39,14.6932
176,166,42.0055,0.84,100.0,445.0,549.27,1353.59,1121.51,3.91,5.72,138.49,2212.27,8343.82,1.02,42.18,130.63,2388.35,8105.33,9.3715,0.02,331,2212,100.0,10.5,6.4157
176,167,19.9983,0.7012,100.0,491.19,607.91,1481.79,1250.08,9.35,13.66,335.18,2324.03,8739.63,1.07,44.19,315.22,2388.17,8078.54,9.2341,0.02,366,2324,100.0,24.48,14.641
176,168,42.003,0.84,100.0,445.0,549.75,1349.89,1127.35,3.91,5.72,138.22,2212.31,8344.57,1.02,41.84,130.4,2388.32,8107.81,9.3713,0.02,331,2212,100.0,10.68,6.4021
176,169,0.0003,0.0004,100.0,518.67,642.12,1593.61,1412.43,14.62,21.61,553.3,2388.09,9077.04,1.3,47.31,521.69,2388.11,8153.14,8.407,0.03,391,2388,100.0,38.77,23.3317
176,170,25.004,0.62,60.0,462.54,536.63,1261.47,1053.91,7.05,9.03,175.68,1915.63,8035.15,0.94,36.74,164.91,2028.57,7888.93,10.928,0.02,307,1915,84.93,14.21,8.5689
176,171,42.0064,0.8414,100.0,445.0,549.91,1354.4,1129.17,3.91,5.72,138.77,2212.27,8346.67,1.02,42.01,130.25,2388.44,8103.98,9.3828,0.02,331,2212,100.0,10.65,6.4425
176,172,10.0031,0.25,100.0,489.05,604.5,1510.24,1314.56,10.52,15.5,394.53,2318.92,8800.7,1.26,45.52,371.38,2388.13,8146.76,8.6354,0.03,369,2319,100.0,28.54,17.0691
176,173,35.0046,0.84,100.0,449.44,556.04,1373.47,1134.75,5.48,8.0,194.22,2223.35,8365.02,1.02,42.04,182.78,2388.49,8084.0,9.3511,0.02,335,2223,100.0,15.03,8.9001
176,174,35.0066,0.8402,100.0,449.44,555.67,1367.62,1129.68,5.48,8.0,195.1,2223.38,8375.04,1.02,41.95,182.55,2388.46,8093.09,9.3037,0.02,333,2223,100.0,14.71,8.9107
176,175,24.9998,0.6215,60.0,462.54,536.55,1267.09,1045.08,7.05,9.03,175.75,1915.73,8033.52,0.94,36.75,164.83,2028.68,7898.49,10.9409,0.02,307,1915,84.93,14.25,8.5507
176,176,42.0063,0.8407,100.0,445.0,549.79,1353.13,1126.63,3.91,5.72,138.99,2212.34,8349.82,1.02,42.18,130.59,2388.47,8104.86,9.3742,0.02,332,2212,100.0,10.5,6.4032
176,177,10.0015,0.25,100.0,489.05,605.5,1504.89,1304.18,10.52,15.49,394.37,2319.01,8800.54,1.26,45.53,371.27,2388.18,8155.17,8.6401,0.03,371,2319,100.0,28.57,17.0789
176,178,10.0071,0.2514,100.0,489.05,604.77,1499.36,1306.35,10.52,15.49,393.85,2318.93,8801.76,1.26,45.38,371.3,2388.16,8158.45,8.6567,0.03,368,2319,100.0,28.56,17.1523
176,179,42.0003,0.84,100.0,445.0,549.81,1355.4,1131.27,3.91,5.72,139.04,2212.33,8350.18,1.02,42.14,131.02,2388.49,8104.63,9.3367,0.02,330,2212,100.0,10.64,6.4745
176,180,35.006,0.8419,100.0,449.44,556.2,1374.84,1130.68,5.48,8.0,194.51,2223.36,8375.02,1.02,42.15,183.08,2388.48,8090.34,9.3558,0.02,334,2223,100.0,14.65,8.8139
176,181,10.0074,0.2513,100.0,489.05,605.1,1503.89,1309.7,10.52,15.5,394.63,2318.96,8812.78,1.26,45.64,371.75,2388.16,8154.82,8.6393,0.03,368,2319,100.0,28.52,17.1083
176,182,24.9999,0.6206,60.0,462.54,536.97,1256.48,1053.34,7.05,9.03,175.9,1915.77,8036.45,0.94,36.72,164.11,2028.75,7900.74,10.9259,0.02,308,1915,84.93,14.4,8.5183
176,183,42.0001,0.8412,100.0,445.0,549.84,1357.01,1128.16,3.91,5.72,138.65,2212.44,8353.82,1.02,42.11,130.07,2388.56,8110.38,9.3655,0.02,332,2212,100.0,10.59,6.3743
176,184,35.0064,0.84,100.0,449.44,555.64,1370.95,1130.41,5.48,8.0,194.86,2223.46,8379.68,1.02,41.91,182.74,2388.59,8097.69,9.3372,0.02,333,2223,100.0,14.75,8.8234
176,185,19.9991,0.7,100.0,491.19,607.13,1489.79,1253.01,9.35,13.66,334.28,2324.23,8753.0,1.08,44.54,314.81,2388.31,8088.27,9.298,0.02,366,2324,100.0,24.34,14.6525
176,186,35.0061,0.841,100.0,449.44,556.15,1369.62,1136.84,5.48,8.0,194.51,2223.5,8390.33,1.03,41.96,183.08,2388.63,8098.88,9.3028,0.02,335,2223,100.0,14.92,8.9761
176,187,35.0008,0.84,100.0,449.44,555.95,1365.84,1134.53,5.48,8.01,194.22,2223.5,8374.92,1.02,41.96,183.0,2388.58,8100.35,9.3125,0.02,334,2223,100.0,14.74,8.8661
176,188,10.006,0.2506,100.0,489.05,605.02,1508.03,1321.29,10.52,15.5,394.49,2319.03,8810.4,1.26,45.49,371.39,2388.2,8156.32,8.6928,0.03,370,2319,100.0,28.51,17.0544
176,189,25.0023,0.6219,60.0,462.54,537.41,1259.75,1051.93,7.05,9.03,175.63,1915.83,8031.29,0.94,36.6,164.77,2028.75,7893.1,10.9464,0.02,308,1915,84.93,14.23,8.5293
176,190,24.9983,0.6214,60.0,462.54,537.09,1258.07,1050.39,7.05,9.03,174.91,1915.83,8039.3,0.94,37.03,164.38,2028.78,7901.18,10.9668,0.02,307,1915,84.93,14.22,8.5191
176,191,35.002,0.84,100.0,449.44,556.49,1370.44,1135.5,5.48,8.0,194.46,2223.45,8384.18,1.02,42.16,183.65,2388.69,8099.98,9.3139,0.02,334,2223,100.0,14.83,8.805
176,192,0.0009,0.001,100.0,518.67,642.88,1597.36,1412.07,14.62,21.61,553.18,2388.11,9092.17,1.3,47.78,520.81,2388.09,8164.91,8.443,0.03,394,2388,100.0,38.55,23.1841
176,193,42.0061,0.8406,100.0,445.0,549.69,1355.94,1138.96,3.91,5.72,139.12,2212.55,8363.55,1.02,42.36,130.4,2388.66,8118.55,9.3544,0.02,333,2212,100.0,10.73,6.3851
176,194,0.0024,0.0,100.0,518.67,642.31,1594.92,1413.39,14.62,21.61,552.99,2388.13,9097.21,1.3,47.81,520.71,2388.09,8167.33,8.4655,0.03,396,2388,100.0,38.8,23.2413
176,195,42.0068,0.8403,100.0,445.0,550.04,1361.08,1136.29,3.91,5.72,138.84,2212.56,8364.16,1.02,42.34,131.16,2388.68,8119.21,9.3861,0.02,333,2212,100.0,10.6,6.3463
176,196,35.0073,0.8415,100.0,449.44,556.18,1371.82,1141.05,5.48,8.0,194.62,2223.56,8378.38,1.02,42.14,183.6,2388.69,8099.98,9.3284,0.02,335,2223,100.0,14.83,8.7933
176,197,24.9989,0.6205,60.0,462.54,537.13,1271.86,1055.94,7.05,9.03,175.33,1915.93,8039.94,0.94,36.88,164.25,2028.84,7905.68,10.9489,0.02,307,1915,84.93,14.32,8.4959
176,198,20.004,0.7015,100.0,491.19,607.54,1492.99,1266.36,9.35,13.66,334.02,2324.3,8765.35,1.07,44.48,314.21,2388.42,8100.2,9.2464,0.03,367,2324,100.0,24.21,14.651
176,199,0.0013,0.0,100.0,518.67,643.44,1593.61,1417.44,14.62,21.61,552.65,2388.09,9102.91,1.3,47.88,520.73,2388.08,8172.16,8.4767,0.03,395,2388,100.0,38.59,23.2123
176,200,35.0056,0.84,100.0,449.44,556.19,1377.74,1135.82,5.48,8.01,193.92,2223.65,8386.8,1.02,41.87,182.71,2388.83,8106.74,9.3953,0.02,335,2223,100.0,14.77,8.9331
177,1,0.0,0.0014,100.0,518.67,643.07,1584.67,1409.77,14.62,21.61,553.45,2388.08,9046.31,1.3,47.46,521.75,2388.09,8124.19,8.4183,0.03,393,2388,100.0,38.75,23.2227
177,2,25.0073,0.6202,60.0,462.54,536.67,1258.41,1040.92,7.05,9.03,175.45,1915.22,7999.84,0.94,36.68,164.46,2028.12,7865.93,10.9178,0.02,305,1915,84.93,14.36,8.5131
177,3,20.0007,0.7,100.0,491.19,607.17,1477.94,1254.61,9.35,13.66,334.86,2323.97,8716.53,1.08,44.35,314.85,2388.07,8050.63,9.2448,0.02,367,2324,100.0,24.62,14.6541
177,4,34.9996,0.842,100.0,449.44,555.84,1363.2,1135.46,5.48,8.0,194.54,2222.79,8344.81,1.02,42.07,182.82,2387.81,8057.05,9.3447,0.02,331,2223,100.0,14.75,8.8488
177,5,25.0023,0.62,60.0,462.54,536.59,1258.5,1049.37,7.05,9.02,175.28,1915.17,8003.05,0.94,36.68,164.62,2028.02,7866.26,10.899,0.02,307,1915,84.93,14.32,8.4816
177,6,42.0037,0.8413,100.0,445.0,549.65,1350.77,1130.82,3.91,5.71,139.7,2211.7,8309.03,1.02,42.02,129.89,2387.75,8078.55,9.3335,0.02,331,2212,100.0,10.48,6.4166
177,7,10.0072,0.25,100.0,489.05,604.54,1501.85,1305.46,10.52,15.49,394.79,2318.94,8763.21,1.26,45.46,371.15,2388.14,8116.75,8.6235,0.03,368,2319,100.0,28.63,17.1251
177,8,20.0048,0.7006,100.0,491.19,608.0,1486.47,1240.19,9.35,13.65,334.9,2323.95,8713.95,1.08,44.27,314.84,2388.02,8048.02,9.2787,0.02,367,2324,100.0,24.15,14.7884
177,9,35.0035,0.8413,100.0,449.44,555.15,1367.03,1127.65,5.48,8.0,194.48,2222.77,8350.12,1.02,42.05,182.51,2387.82,8065.01,9.3193,0.02,334,2223,100.0,14.64,8.8216
177,10,42.0016,0.84,100.0,445.0,550.05,1352.71,1121.56,3.91,5.71,138.72,2211.65,8311.06,1.02,42.13,130.7,2387.78,8071.96,9.3429,0.02,330,2212,100.0,10.8,6.4055
177,11,9.9993,0.25,100.0,489.05,605.04,1496.76,1311.95,10.52,15.49,393.72,2318.92,8775.0,1.26,45.34,371.83,2388.14,8120.0,8.6122,0.03,370,2319,100.0,28.51,17.1478
177,12,20.0022,0.7,100.0,491.19,607.64,1491.17,1255.34,9.35,13.66,334.21,2323.93,8718.76,1.08,44.47,314.58,2388.04,8049.09,9.2414,0.02,364,2324,100.0,24.32,14.6697
177,13,10.002,0.2505,100.0,489.05,604.41,1503.4,1310.63,10.52,15.5,394.65,2318.94,8768.26,1.26,45.39,371.72,2388.17,8118.78,8.6904,0.03,370,2319,100.0,28.36,17.0665
177,14,35.0001,0.8411,100.0,449.44,555.89,1358.69,1130.48,5.48,8.0,193.45,2222.7,8336.36,1.02,41.94,183.49,2387.79,8055.56,9.3321,0.02,332,2223,100.0,14.91,8.8903
177,15,42.0043,0.84,100.0,445.0,549.39,1352.47,1125.98,3.91,5.72,138.5,2211.74,8315.51,1.02,42.17,130.45,2387.76,8074.27,9.3705,0.02,332,2212,100.0,10.54,6.3862
177,16,20.0024,0.7,100.0,491.19,607.2,1476.89,1253.48,9.35,13.65,334.45,2323.95,8717.19,1.08,44.19,315.15,2388.07,8051.73,9.238,0.02,366,2324,100.0,24.36,14.7886
177,17,42.0052,0.84,100.0,445.0,549.33,1344.16,1128.24,3.91,5.71,138.33,2211.62,8315.62,1.02,42.05,130.56,2387.71,8071.18,9.3743,0.02,331,2212,100.0,10.74,6.3092
177,18,35.0052,0.84,100.0,449.44,555.17,1360.73,1133.37,5.48,8.0,194.89,2222.74,8338.98,1.02,41.82,183.21,2387.82,8056.04,9.3036,0.02,335,2223,100.0,14.72,8.9316
177,19,19.9999,0.7019,100.0,491.19,608.29,1479.3,1248.12,9.35,13.65,334.58,2323.94,8708.02,1.08,44.36,314.75,2388.03,8044.46,9.2105,0.02,365,2324,100.0,24.35,14.6321
177,20,9.9995,0.25,100.0,489.05,604.84,1506.87,1308.36,10.52,15.5,394.35,2318.92,8768.3,1.26,45.53,371.76,2388.15,8121.27,8.6596,0.03,370,2319,100.0,28.64,17.1656
177,21,20.0009,0.7009,100.0,491.19,607.69,1476.29,1252.9,9.35,13.66,334.6,2323.91,8713.93,1.08,44.24,314.74,2388.03,8051.92,9.2084,0.02,366,2324,100.0,24.5,14.6424
177,22,10.0006,0.25,100.0,489.05,604.49,1500.39,1315.09,10.52,15.49,394.03,2318.96,8767.88,1.26,45.43,371.87,2388.17,8112.67,8.6668,0.03,369,2319,100.0,28.4,17.1004
177,23,24.9992,0.6216,60.0,462.54,536.7,1261.66,1047.94,7.05,9.02,175.22,1915.21,8000.07,0.94,36.58,164.23,2028.11,7866.47,10.8981,0.02,307,1915,84.93,14.25,8.5959
177,24,42.0012,0.8403,100.0,445.0,549.73,1351.2,1121.03,3.91,5.71,138.52,2211.69,8313.37,1.02,42.14,130.27,2387.78,8075.01,9.3591,0.02,330,2212,100.0,10.46,6.2979
177,25,10.0069,0.2518,100.0,489.05,604.54,1493.42,1307.09,10.52,15.49,394.37,2318.97,8770.68,1.26,45.59,372.03,2388.12,8119.59,8.68,0.03,370,2319,100.0,28.61,17.1831
177,26,10.008,0.2515,100.0,489.05,605.07,1502.75,1305.17,10.52,15.49,393.74,2318.95,8767.43,1.26,45.38,371.22,2388.15,8120.74,8.6643,0.03,370,2319,100.0,28.48,17.1968
177,27,42.0007,0.8401,100.0,445.0,549.76,1358.96,1127.78,3.91,5.71,137.37,2211.69,8309.33,1.02,42.17,130.6,2387.76,8073.19,9.3315,0.02,329,2212,100.0,10.54,6.3192
177,28,9.9999,0.2519,100.0,489.05,604.71,1502.84,1305.81,10.52,15.49,394.64,2318.93,8776.78,1.26,45.4,372.01,2388.14,8120.56,8.6503,0.03,368,2319,100.0,28.61,17.185
177,29,25.0036,0.62,60.0,462.54,536.43,1255.93,1049.27,7.05,9.03,175.47,1915.19,8002.69,0.94,36.85,164.66,2028.1,7867.64,10.9036,0.02,308,1915,84.93,14.26,8.5215
177,30,24.9999,0.62,60.0,462.54,537.25,1265.2,1049.86,7.05,9.03,175.06,1915.23,7996.08,0.94,36.83,164.35,2028.08,7866.5,10.8816,0.02,308,1915,84.93,14.19,8.5722
177,31,20.0,0.7013,100.0,491.19,607.61,1488.04,1252.16,9.35,13.66,334.59,2323.93,8709.19,1.08,44.44,315.05,2388.08,8052.07,9.2606,0.02,365,2324,100.0,24.4,14.7351
177,32,19.9988,0.7014,100.0,491.19,607.34,1487.61,1249.72,9.35,13.66,334.57,2323.92,8710.0,1.08,44.57,314.38,2388.09,8053.3,9.2487,0.02,365,2324,100.0,24.3,14.6461
177,33,35.0,0.8409,100.0,449.44,555.92,1367.43,1136.37,5.48,8.0,195.0,2222.82,8342.7,1.02,41.92,182.92,2387.88,8055.21,9.3172,0.02,333,2223,100.0,14.84,8.941
177,34,35.0014,0.8412,100.0,449.44,555.96,1359.99,1136.55,5.48,8.0,194.57,2222.8,8332.12,1.02,41.85,183.68,2387.9,8058.35,9.3446,0.02,333,2223,100.0,14.9,8.8081
177,35,0.0015,0.0,100.0,518.67,642.96,1598.74,1400.94,14.62,21.61,553.19,2388.08,9046.93,1.3,47.54,521.29,2388.13,8128.0,8.4656,0.03,393,2388,100.0,38.8,23.2411
177,36,25.0076,0.62,60.0,462.54,537.09,1254.66,1053.17,7.05,9.02,176.03,1915.19,7995.39,0.94,36.71,164.78,2028.1,7865.68,10.9159,0.02,309,1915,84.93,14.33,8.5581
177,37,0.0022,0.0017,100.0,518.67,642.91,1588.54,1395.26,14.62,21.61,553.46,2388.15,9040.44,1.3,47.6,521.29,2388.06,8126.94,8.4307,0.03,394,2388,100.0,38.94,23.304
177,38,35.0073,0.84,100.0,449.44,555.64,1358.6,1129.6,5.48,8.0,194.84,2222.73,8342.01,1.02,41.93,183.55,2387.84,8052.54,9.3161,0.02,334,2223,100.0,14.78,8.929
177,39,0.0014,0.0014,100.0,518.67,642.48,1584.9,1408.51,14.62,21.61,553.89,2388.13,9043.33,1.3,47.39,521.43,2388.19,8121.19,8.4427,0.03,391,2388,100.0,38.71,23.3021
177,40,0.0012,0.0,100.0,518.67,642.74,1588.21,1415.65,14.62,21.61,553.39,2388.09,9034.87,1.3,47.48,521.56,2388.13,8125.48,8.4445,0.03,394,2388,100.0,38.69,23.2427
177,41,10.0063,0.25,100.0,489.05,605.75,1502.82,1307.94,10.52,15.5,395.3,2318.95,8768.06,1.26,45.52,371.96,2388.18,8120.46,8.6321,0.03,369,2319,100.0,28.35,17.065
177,42,25.0008,0.62,60.0,462.54,536.33,1254.83,1051.42,7.05,9.02,175.32,1915.21,8002.25,0.94,36.64,165.06,2028.1,7867.94,10.9047,0.02,307,1915,84.93,14.28,8.5119
177,43,0.0003,0.0,100.0,518.67,643.01,1590.21,1400.22,14.62,21.61,554.42,2388.09,9046.83,1.3,47.54,521.66,2388.11,8125.24,8.4123,0.03,394,2388,100.0,38.94,23.2773
177,44,20.0054,0.7002,100.0,491.19,607.73,1485.83,1259.72,9.35,13.65,334.91,2323.9,8711.77,1.07,44.42,315.14,2388.06,8052.35,9.2022,0.02,365,2324,100.0,24.43,14.6418
177,45,20.0029,0.7009,100.0,491.19,607.77,1487.59,1251.12,9.35,13.66,334.22,2323.94,8711.98,1.08,44.6,315.29,2388.06,8054.71,9.2558,0.02,364,2324,100.0,24.31,14.7715
177,46,0.0009,0.0,100.0,518.67,642.63,1591.78,1405.3,14.62,21.61,553.76,2388.1,9051.76,1.3,47.64,521.48,2388.12,8121.92,8.4172,0.03,392,2388,100.0,38.79,23.3199
177,47,42.0073,0.84,100.0,445.0,549.24,1349.85,1125.55,3.91,5.71,139.02,2211.74,8315.63,1.02,42.04,130.94,2387.83,8074.99,9.3801,0.02,330,2212,100.0,10.68,6.321
177,48,42.0028,0.84,100.0,445.0,549.47,1355.74,1119.24,3.91,5.71,139.19,2211.72,8311.14,1.02,42.11,130.69,2387.76,8072.71,9.3815,0.02,331,2212,100.0,10.52,6.3051
177,49,35.0032,0.84,100.0,449.44,555.7,1371.76,1134.06,5.48,8.0,194.43,2222.8,8334.8,1.02,41.94,182.99,2387.88,8061.67,9.3744,0.02,334,2223,100.0,14.81,8.9395
177,50,20.0006,0.7,100.0,491.19,607.56,1491.2,1250.73,9.35,13.66,334.37,2324.0,8710.33,1.08,44.55,314.95,2388.07,8049.26,9.2372,0.02,366,2324,100.0,24.39,14.6682
177,51,20.0002,0.702,100.0,491.19,607.46,1478.42,1247.66,9.35,13.65,334.41,2323.98,8721.85,1.08,44.38,314.34,2388.06,8053.81,9.2282,0.02,365,2324,100.0,24.39,14.6854
177,52,42.0018,0.84,100.0,445.0,549.23,1348.53,1129.42,3.91,5.71,138.78,2211.65,8308.08,1.02,42.37,129.8,2387.75,8069.07,9.3779,0.02,332,2212,100.0,10.7,6.2675
177,53,10.0055,0.2504,100.0,489.05,604.6,1498.51,1304.52,10.52,15.49,394.74,2318.98,8782.75,1.26,45.46,371.25,2388.17,8127.26,8.6776,0.03,369,2319,100.0,28.6,17.0267
177,54,35.0002,0.841,100.0,449.44,556.07,1363.96,1134.32,5.48,8.0,195.03,2222.76,8335.37,1.02,42.04,182.87,2387.92,8059.69,9.329,0.02,334,2223,100.0,14.88,9.0106
177,55,0.0015,0.0,100.0,518.67,642.69,1587.8,1403.36,14.62,21.61,554.24,2388.08,9046.21,1.3,47.48,521.33,2388.12,8128.42,8.3883,0.03,394,2388,100.0,38.89,23.2432
177,56,0.0026,0.0,100.0,518.67,642.83,1596.54,1409.99,14.62,21.61,553.34,2388.06,9045.54,1.3,47.65,521.76,2388.13,8126.32,8.4148,0.03,392,2388,100.0,38.86,23.2494
177,57,42.0061,0.84,100.0,445.0,549.42,1352.65,1127.93,3.91,5.71,138.29,2211.71,8317.54,1.02,42.01,130.48,2387.83,8073.12,9.3974,0.02,330,2212,100.0,10.43,6.3481
177,58,35.0013,0.84,100.0,449.44,555.76,1369.99,1133.73,5.48,8.0,194.37,2222.75,8346.97,1.02,42.04,183.12,2387.9,8061.92,9.3566,0.02,333,2223,100.0,14.57,8.8231
