Unit,Timestep,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,Timestamp,is_user
187,97,35.0023,0.84,100.0,449.44,556.0,1365.92,1121.77,5.48,8.0,194.77,2222.94,8349.82,1.02,41.79,183.75,2388.1,8070.79,9.2689,0.02,332,2223,100.0,14.98,8.9306,2023-05-06,1
187,98,10.0051,0.25,100.0,489.05,604.74,1504.97,1301.69,10.52,15.49,395.03,2318.88,8777.89,1.26,45.42,372.25,2388.1,8129.4,8.6386,0.03,369,2319,100.0,28.52,17.124,2023-05-07,1
187,99,20.007,0.7015,100.0,491.19,607.57,1484.54,1250.39,9.35,13.65,334.76,2323.93,8730.2,1.08,44.42,315.08,2388.08,8064.17,9.2249,0.03,366,2324,100.0,24.48,14.7428,2023-05-08,1
187,100,9.9994,0.2509,100.0,489.05,604.53,1497.84,1302.11,10.52,15.49,394.39,2318.88,8784.55,1.26,45.24,371.9,2388.08,8130.16,8.6725,0.03,369,2319,100.0,28.66,17.1814,2023-05-09,1
187,101,35.0037,0.8413,100.0,449.44,556.21,1366.82,1129.8,5.48,8.0,194.68,2222.98,8344.86,1.02,41.71,182.88,2388.11,8071.35,9.3145,0.02,335,2223,100.0,14.75,8.8611,2023-05-10,1
187,102,10.0052,0.25,100.0,489.05,605.1,1500.82,1310.16,10.52,15.49,395.31,2318.88,8782.09,1.26,45.3,372.2,2388.12,8130.98,8.6706,0.03,369,2319,100.0,28.54,17.2814,2023-05-11,1
187,103,9.9989,0.25,100.0,489.05,605.09,1493.07,1309.21,10.52,15.49,395.15,2318.89,8778.96,1.26,45.1,371.28,2388.14,8136.32,8.6321,0.03,370,2319,100.0,28.58,17.2523,2023-05-12,1
187,104,9.9987,0.25,100.0,489.05,604.57,1499.89,1305.79,10.52,15.49,394.48,2318.86,8782.48,1.26,45.31,371.38,2388.08,8133.19,8.5962,0.03,369,2319,100.0,28.59,17.1538,2023-05-13,1
187,105,10.0047,0.2504,100.0,489.05,604.2,1502.91,1309.56,10.52,15.49,394.85,2318.88,8783.46,1.26,45.38,371.81,2388.06,8136.17,8.599,0.03,368,2319,100.0,28.52,17.104,2023-05-14,1
187,106,0.001,0.0,100.0,518.67,643.23,1590.47,1406.62,14.62,21.61,554.16,2388.07,9057.76,1.3,47.46,521.29,2388.08,8141.36,8.4147,0.03,395,2388,100.0,38.93,23.365,2023-05-15,1
187,107,42.0014,0.8412,100.0,445.0,549.36,1351.53,1118.61,3.91,5.72,137.78,2211.89,8320.05,1.02,41.91,130.27,2387.94,8088.92,9.3887,0.02,329,2212,100.0,10.75,6.3083,2023-05-16,1
187,108,34.9992,0.8401,100.0,449.44,556.08,1359.65,1123.12,5.48,8.0,194.85,2222.95,8347.37,1.02,41.86,182.86,2388.07,8066.83,9.3485,0.02,333,2223,100.0,14.67,8.8399,2023-05-17,1
187,109,25.0043,0.6213,60.0,462.54,537.14,1266.1,1052.62,7.05,9.03,175.72,1915.43,8015.62,0.94,36.6,164.53,2028.27,7875.0,10.9117,0.02,306,1915,84.93,14.29,8.5379,2023-05-18,1
187,110,20.0075,0.7,100.0,491.19,606.79,1481.53,1252.18,9.35,13.66,334.94,2323.97,8714.86,1.08,44.55,315.12,2388.06,8058.22,9.2256,0.02,365,2324,100.0,24.43,14.6633,2023-05-19,1
187,111,42.0071,0.8411,100.0,445.0,549.42,1354.29,1126.83,3.91,5.72,138.95,2211.93,8319.11,1.02,41.96,130.25,2388.03,8083.76,9.3493,0.02,330,2212,100.0,10.49,6.2942,2023-05-20,1
187,112,41.9985,0.84,100.0,445.0,549.54,1350.22,1131.59,3.91,5.71,138.75,2211.88,8321.04,1.02,41.98,130.83,2387.99,8089.04,9.3678,0.02,331,2212,100.0,10.66,6.3359,2023-05-21,1
187,113,35.0055,0.8418,100.0,449.44,555.72,1370.68,1126.26,5.48,8.0,194.88,2223.0,8350.04,1.03,41.87,183.09,2388.03,8066.2,9.3341,0.02,335,2223,100.0,14.69,8.874,2023-05-22,1
187,114,20.0041,0.7,100.0,491.19,607.41,1486.51,1249.62,9.35,13.66,335.21,2323.97,8730.54,1.08,44.1,314.89,2388.1,8060.74,9.2112,0.02,364,2324,100.0,24.58,14.6522,2023-05-23,1
187,115,34.9987,0.842,100.0,449.44,555.71,1363.66,1125.75,5.48,8.0,194.49,2222.95,8350.17,1.02,41.88,183.1,2388.08,8069.09,9.317,0.02,334,2223,100.0,14.67,8.9887,2023-05-24,1
187,116,35.0078,0.8412,100.0,449.44,555.65,1359.66,1129.71,5.48,8.0,194.81,2222.99,8350.14,1.02,41.92,182.79,2388.01,8076.33,9.3363,0.02,334,2223,100.0,14.81,8.7966,2023-05-25,1
187,117,25.0019,0.6215,60.0,462.54,536.34,1263.28,1047.72,7.05,9.03,175.34,1915.39,8008.76,0.94,36.76,164.35,2028.24,7875.03,10.8739,0.02,306,1915,84.93,14.46,8.5182,2023-05-26,1
187,118,34.9993,0.84,100.0,449.44,555.54,1364.87,1131.73,5.48,8.0,194.2,2222.91,8354.77,1.02,42.16,183.57,2388.01,8065.08,9.3055,0.02,335,2223,100.0,14.84,8.9085,2023-05-27,1
187,119,10.0032,0.2501,100.0,489.05,604.48,1498.12,1311.57,10.52,15.49,393.89,2318.96,8779.09,1.26,45.46,371.45,2388.17,8132.26,8.6751,0.03,369,2319,100.0,28.58,17.0529,2023-05-28,1
187,120,24.9989,0.62,60.0,462.54,536.66,1263.94,1043.23,7.05,9.02,176.08,1915.33,8009.31,0.94,36.67,164.19,2028.27,7874.9,10.927,0.02,307,1915,84.93,14.37,8.644,2023-05-29,1
187,121,35.0008,0.84,100.0,449.44,556.06,1375.77,1127.76,5.48,8.0,194.28,2222.95,8344.34,1.02,41.67,182.95,2388.03,8066.09,9.3792,0.02,335,2223,100.0,14.79,8.9682,2023-05-30,1
187,122,42.0056,0.8405,100.0,445.0,549.51,1344.74,1123.21,3.91,5.71,138.32,2211.86,8317.43,1.02,42.16,130.63,2387.95,8081.2,9.3852,0.02,330,2212,100.0,10.52,6.3124,2023-05-31,1
187,123,42.0041,0.84,100.0,445.0,549.73,1352.55,1120.91,3.91,5.71,138.36,2211.86,8323.75,1.02,42.1,130.38,2388.0,8083.62,9.3456,0.02,331,2212,100.0,10.74,6.4048,2023-06-01,1
187,124,42.0041,0.8402,100.0,445.0,549.84,1350.29,1130.31,3.91,5.71,138.34,2211.92,8326.37,1.02,42.13,130.4,2387.91,8084.98,9.3869,0.02,331,2212,100.0,10.59,6.2746,2023-06-02,1
187,125,0.0029,0.0015,100.0,518.67,642.61,1591.51,1408.26,14.62,21.61,554.25,2388.12,9053.48,1.3,47.46,521.07,2388.15,8137.53,8.4498,0.03,395,2388,100.0,38.77,23.2515,2023-06-03,1
187,126,42.0012,0.8416,100.0,445.0,549.68,1357.37,1125.42,3.91,5.72,139.11,2211.86,8317.87,1.02,42.14,130.35,2387.92,8087.71,9.3873,0.02,331,2212,100.0,10.5,6.2931,2023-06-04,1
187,127,25.0061,0.6207,60.0,462.54,536.98,1262.86,1053.21,7.05,9.03,176.17,1915.28,8015.92,0.94,36.72,165.09,2028.2,7872.75,10.915,0.02,308,1915,84.93,14.33,8.5582,2023-06-05,1
187,128,20.0013,0.7,100.0,491.19,607.71,1491.85,1255.34,9.35,13.66,334.92,2323.91,8726.19,1.08,44.43,314.9,2388.13,8058.2,9.222,0.02,366,2324,100.0,24.4,14.5797,2023-06-06,1
187,129,42.0076,0.84,100.0,445.0,549.67,1354.56,1122.03,3.91,5.71,138.72,2211.84,8325.89,1.02,42.18,130.4,2387.94,8085.24,9.4117,0.02,331,2212,100.0,10.66,6.365,2023-06-07,1
187,130,0.0015,0.0,100.0,518.67,642.82,1597.93,1411.57,14.62,21.61,553.29,2388.15,9049.72,1.3,47.49,520.75,2388.14,8134.85,8.4666,0.03,393,2388,100.0,38.97,23.2806,2023-06-08,1
187,131,42.0042,0.84,100.0,445.0,549.83,1361.81,1136.26,3.91,5.72,139.14,2211.89,8321.91,1.02,42.21,131.16,2387.95,8083.38,9.3813,0.02,331,2212,100.0,10.81,6.3063,2023-06-09,1
187,132,25.0058,0.62,60.0,462.54,537.39,1261.09,1054.19,7.05,9.03,175.13,1915.36,8010.89,0.94,36.81,164.92,2028.22,7874.22,10.8859,0.02,309,1915,84.93,14.15,8.6077,2023-06-10,1
187,133,42.0054,0.84,100.0,445.0,550.13,1355.78,1127.98,3.91,5.71,138.53,2211.85,8326.06,1.02,42.18,130.58,2387.93,8082.52,9.3706,0.02,332,2212,100.0,10.64,6.3624,2023-06-11,1
187,134,24.9995,0.621,60.0,462.54,537.05,1265.5,1056.19,7.05,9.03,175.12,1915.32,8012.45,0.94,36.83,164.35,2028.19,7877.73,10.9087,0.02,307,1915,84.93,14.3,8.5686,2023-06-12,1
187,135,0.0013,0.0,100.0,518.67,642.66,1587.88,1407.59,14.62,21.61,553.33,2388.1,9056.12,1.3,47.7,521.18,2388.09,8137.81,8.4563,0.03,393,2388,100.0,38.77,23.3035,2023-06-13,1
187,136,10.0,0.25,100.0,489.05,605.0,1508.26,1313.76,10.52,15.49,394.57,2318.97,8779.19,1.26,45.46,371.26,2388.19,8129.05,8.6722,0.03,369,2319,100.0,28.48,17.1472,2023-06-14,1
187,137,42.0027,0.8413,100.0,445.0,550.07,1355.45,1130.6,3.91,5.72,138.77,2211.78,8321.03,1.02,42.31,130.39,2387.88,8082.09,9.4205,0.02,331,2212,100.0,10.61,6.28,2023-06-15,1
187,138,25.0034,0.62,60.0,462.54,536.67,1272.27,1049.64,7.05,9.03,175.47,1915.32,8023.24,0.94,36.86,164.61,2028.22,7872.88,10.9412,0.02,309,1915,84.93,14.17,8.5241,2023-06-16,1
187,139,10.0075,0.2502,100.0,489.05,605.6,1508.17,1313.87,10.52,15.5,394.42,2319.03,8789.37,1.26,45.72,370.72,2388.18,8128.43,8.6717,0.03,373,2319,100.0,28.45,17.0789,2023-06-17,1
187,140,25.0007,0.62,60.0,462.54,536.61,1264.86,1054.62,7.05,9.03,175.07,1915.27,8005.77,0.94,36.81,164.59,2028.18,7866.89,10.9686,0.02,307,1915,84.93,14.15,8.5131,2023-06-18,1
187,141,35.0069,0.8419,100.0,449.44,555.51,1367.12,1138.07,5.48,8.0,194.19,2222.88,8352.85,1.02,42.21,182.67,2387.97,8062.54,9.3426,0.02,334,2223,100.0,14.77,8.9091,2023-06-19,1
187,142,25.0075,0.62,60.0,462.54,536.62,1265.96,1044.89,7.05,9.03,175.49,1915.3,8004.78,0.94,37.16,164.61,2028.2,7868.3,10.9385,0.02,306,1915,84.93,14.15,8.6133,2023-06-20,1
187,143,35.0017,0.84,100.0,449.44,555.51,1369.07,1135.64,5.48,8.0,194.71,2222.95,8349.97,1.02,42.29,182.67,2388.07,8061.24,9.3753,0.02,336,2223,100.0,14.88,8.8392,2023-06-21,1
187,144,0.0019,0.0,100.0,518.67,643.47,1597.57,1415.88,14.62,21.61,552.96,2388.21,9051.63,1.3,47.64,520.44,2388.14,8130.71,8.4656,0.03,394,2388,100.0,38.55,23.2771,2023-06-22,1
187,145,20.0029,0.7,100.0,491.19,607.92,1484.41,1261.23,9.35,13.66,333.9,2324.06,8720.35,1.07,44.77,314.26,2388.16,8057.48,9.2492,0.02,367,2324,100.0,24.43,14.6145,2023-06-23,1
187,146,35.0036,0.84,100.0,449.44,556.09,1370.46,1142.82,5.48,8.0,194.75,2222.83,8352.27,1.02,42.23,182.82,2387.99,8062.0,9.3501,0.02,337,2223,100.0,14.89,8.9673,2023-06-24,1
187,147,10.0057,0.2518,100.0,489.05,605.25,1508.33,1311.09,10.52,15.49,393.36,2319.05,8777.3,1.26,45.94,370.7,2388.31,8123.49,8.7164,0.03,372,2319,100.0,28.3,17.0514,2023-06-25,1
187,148,20.0027,0.7,100.0,491.19,608.27,1490.13,1260.64,9.35,13.66,334.2,2324.0,8717.3,1.08,44.87,314.48,2388.2,8056.76,9.2615,0.03,367,2324,100.0,24.42,14.6261,2023-06-26,1
187,149,0.0028,0.0,100.0,518.67,643.29,1592.58,1417.61,14.62,21.61,552.75,2388.2,9061.98,1.3,47.83,520.95,2388.17,8131.76,8.5116,0.03,397,2388,100.0,38.83,23.2134,2023-06-27,1
187,150,24.9985,0.6217,60.0,462.54,537.15,1262.23,1050.74,7.05,9.03,174.92,1915.28,8005.76,0.94,36.91,164.8,2028.15,7871.52,10.9612,0.02,308,1915,84.93,14.48,8.6384,2023-06-28,1
187,151,10.0067,0.2513,100.0,489.05,605.32,1506.96,1326.51,10.52,15.5,393.51,2319.09,8777.57,1.26,45.61,370.98,2388.24,8132.81,8.7072,0.03,370,2319,100.0,28.42,17.1287,2023-06-29,1
187,152,9.9984,0.25,100.0,489.05,605.09,1508.3,1327.25,10.52,15.5,394.26,2319.06,8775.13,1.26,45.9,370.88,2388.3,8125.39,8.6914,0.03,370,2319,100.0,28.43,17.0377,2023-06-30,1
187,153,41.9986,0.84,100.0,445.0,549.65,1355.79,1133.39,3.91,5.72,139.14,2211.69,8319.27,1.02,42.45,130.22,2387.79,8076.96,9.4309,0.02,332,2212,100.0,10.48,6.3367,2023-07-01,1
187,154,0.0019,0.0,100.0,518.67,643.03,1597.1,1424.59,14.62,21.61,553.23,2388.2,9046.38,1.3,47.99,520.58,2388.2,8127.33,8.4804,0.03,396,2388,100.0,38.63,23.2573,2023-07-02,1
187,155,19.9998,0.7,100.0,491.19,608.1,1494.7,1263.98,9.35,13.66,334.41,2324.03,8722.7,1.07,44.58,314.19,2388.15,8058.35,9.298,0.02,367,2324,100.0,24.44,14.5649,2023-07-03,1
187,156,25.0008,0.6207,60.0,462.54,537.04,1264.77,1056.06,7.05,9.03,175.45,1915.23,8012.9,0.94,37.07,164.23,2028.1,7868.19,10.998,0.02,309,1915,84.93,14.28,8.4803,2023-07-04,1
187,157,0.002,0.0012,100.0,518.67,643.23,1597.58,1417.25,14.62,21.61,552.61,2388.3,9050.52,1.3,47.92,520.22,2388.26,8125.72,8.4947,0.03,394,2388,100.0,38.41,23.127,2023-07-05,1
187,158,42.0069,0.84,100.0,445.0,550.11,1360.58,1130.81,3.91,5.72,137.69,2211.67,8321.49,1.02,42.65,130.42,2387.78,8085.47,9.4513,0.02,332,2212,100.0,10.69,6.3315,2023-07-06,1
187,159,34.9996,0.8405,100.0,449.44,556.27,1385.15,1145.28,5.48,8.0,194.03,2222.89,8352.9,1.02,42.45,182.35,2387.93,8066.61,9.3829,0.02,335,2223,100.0,14.82,8.8556,2023-07-07,1
187,160,20.0012,0.7018,100.0,491.19,608.09,1494.25,1261.97,9.35,13.66,334.02,2323.98,8731.32,1.08,45.04,314.28,2388.15,8054.01,9.2502,0.03,366,2324,100.0,24.1,14.6999,2023-07-08,1
187,161,10.0062,0.25,100.0,489.05,605.72,1512.74,1332.05,10.52,15.5,393.14,2319.11,8777.08,1.26,46.01,370.49,2388.39,8120.13,8.7106,0.03,373,2319,100.0,28.21,16.9906,2023-07-09,1
187,162,10.0058,0.25,100.0,489.05,605.47,1511.23,1333.42,10.52,15.5,393.2,2319.14,8775.21,1.26,46.11,369.91,2388.38,8122.21,8.7109,0.03,372,2319,100.0,28.35,16.8983,2023-07-10,1
187,163,0.0008,0.0,100.0,518.67,643.72,1602.69,1427.96,14.62,21.61,552.08,2388.27,9049.52,1.3,48.3,519.44,2388.24,8125.94,8.5002,0.03,395,2388,100.0,38.61,23.1363,2023-07-11,1
187,164,24.9999,0.62,60.0,462.54,537.06,1275.81,1061.47,7.05,9.03,174.85,1915.18,8006.87,0.94,37.28,163.98,2028.04,7867.47,11.0125,0.02,309,1915,84.93,14.2,8.5443,2023-07-12,1
187,165,35.0026,0.8405,100.0,449.44,556.77,1377.58,1149.27,5.48,8.0,192.68,2222.8,8348.07,1.02,42.61,182.53,2387.87,8061.93,9.3905,0.02,335,2223,100.0,14.72,8.9441,2023-07-13,1
187,166,34.9983,0.84,100.0,449.44,556.29,1376.94,1137.7,5.48,8.0,194.25,2222.79,8348.84,1.02,42.42,182.48,2387.87,8058.21,9.4046,0.02,336,2223,100.0,14.54,8.8754,2023-07-14,1
187,167,10.0034,0.25,100.0,489.05,605.97,1509.26,1320.83,10.52,15.5,392.78,2319.16,8770.47,1.26,45.92,370.36,2388.39,8120.24,8.7597,0.03,373,2319,100.0,28.3,16.91,2023-07-15,1
187,168,41.9985,0.8402,100.0,445.0,550.11,1363.08,1144.28,3.91,5.72,137.88,2211.56,8315.18,1.02,42.66,129.78,2387.63,8074.88,9.4686,0.02,333,2212,100.0,10.41,6.2625,2023-07-16,1
188,1,42.004,0.84,100.0,445.0,549.7,1348.6,1118.79,3.91,5.71,139.15,2212.01,8328.75,1.02,41.94,130.58,2388.09,8092.08,9.3462,0.02,331,2212,100.0,10.56,6.3755,2023-01-30,1
188,2,0.0007,0.0018,100.0,518.67,642.12,1592.19,1402.22,14.62,21.61,554.1,2387.98,9057.63,1.3,47.22,522.66,2388.02,8140.55,8.3855,0.03,391,2388,100.0,39.0,23.3556,2023-01-31,1
188,3,25.001,0.622,60.0,462.54,536.47,1251.99,1040.56,7.05,9.03,174.59,1915.42,8012.92,0.94,36.62,164.92,2028.3,7875.29,10.8926,0.02,308,1915,84.93,14.42,8.5721,2023-02-01,1
188,4,0.0016,0.0,100.0,518.67,642.56,1588.11,1399.0,14.62,21.61,554.37,2388.06,9060.76,1.3,47.26,522.24,2388.09,8141.05,8.4163,0.03,393,2388,100.0,39.01,23.4862,2023-02-02,1
188,5,10.0057,0.2517,100.0,489.05,604.36,1499.66,1308.28,10.52,15.49,394.52,2318.92,8787.7,1.26,45.37,371.53,2388.08,8140.63,8.6178,0.03,369,2319,100.0,28.57,17.3203,2023-02-03,1
188,6,20.0052,0.7001,100.0,491.19,607.02,1487.42,1239.97,9.35,13.65,334.86,2323.98,8733.53,1.08,44.1,315.21,2388.12,8061.01,9.232,0.02,365,2324,100.0,24.64,14.7626,2023-02-04,1
188,7,10.0039,0.25,100.0,489.05,604.89,1498.81,1301.02,10.52,15.49,395.31,2318.92,8778.06,1.26,45.27,371.78,2388.1,8128.39,8.6391,0.03,368,2319,100.0,28.47,17.1823,2023-02-05,1
188,8,10.0005,0.2501,100.0,489.05,604.27,1494.71,1309.19,10.52,15.49,395.5,2318.86,8785.15,1.26,45.25,371.83,2388.13,8136.57,8.6429,0.03,369,2319,100.0,28.63,17.0964,2023-02-06,1
188,9,25.0075,0.62,60.0,462.54,536.75,1261.25,1049.31,7.05,9.03,175.66,1915.42,8019.63,0.94,36.61,165.08,2028.31,7877.43,10.8958,0.02,307,1915,84.93,14.32,8.5883,2023-02-07,1
188,10,42.0044,0.84,100.0,445.0,548.94,1351.22,1123.31,3.91,5.71,138.9,2211.95,8323.57,1.02,42.04,130.02,2388.05,8089.4,9.3585,0.02,331,2212,100.0,10.64,6.3457,2023-02-08,1
188,11,35.005,0.8407,100.0,449.44,555.72,1369.3,1120.49,5.48,8.0,194.39,2223.07,8356.39,1.02,41.75,183.21,2388.13,8068.99,9.3068,0.02,333,2223,100.0,14.87,8.8349,2023-02-09,1
188,12,0.0025,0.0007,100.0,518.67,642.04,1587.31,1392.29,14.62,21.61,554.28,2388.06,9055.74,1.3,47.42,521.9,2387.98,8136.4,8.4,0.03,392,2388,100.0,39.2,23.3089,2023-02-10,1
188,13,20.0048,0.7014,100.0,491.19,606.89,1481.03,1242.74,9.35,13.65,335.9,2324.0,8732.85,1.08,44.16,315.0,2388.07,8062.34,9.2143,0.02,366,2324,100.0,24.57,14.6784,2023-02-11,1
188,14,10.0002,0.25,100.0,489.05,604.77,1500.02,1307.38,10.52,15.49,394.84,2318.85,8778.02,1.26,45.29,372.23,2388.05,8132.11,8.6621,0.03,367,2319,100.0,28.51,17.1415,2023-02-12,1
188,15,41.9996,0.84,100.0,445.0,548.81,1349.2,1116.87,3.91,5.72,138.79,2212.0,8323.94,1.02,41.87,130.56,2388.15,8091.97,9.355,0.02,329,2212,100.0,10.91,6.4097,2023-02-13,1
188,16,0.0002,0.0,100.0,518.67,642.8,1583.69,1401.84,14.62,21.61,554.25,2388.01,9066.02,1.3,47.19,522.0,2388.04,8144.96,8.4176,0.03,392,2388,100.0,38.96,23.4094,2023-02-14,1
188,17,42.0045,0.8407,100.0,445.0,548.94,1354.46,1119.44,3.91,5.72,139.03,2211.98,8325.45,1.02,42.09,131.23,2388.07,8093.35,9.3295,0.02,331,2212,100.0,10.57,6.3656,2023-02-15,1
188,18,10.0043,0.25,100.0,489.05,604.38,1497.35,1304.61,10.52,15.49,394.6,2318.91,8778.03,1.26,45.26,371.77,2388.05,8131.34,8.6157,0.03,370,2319,100.0,28.55,17.1154,2023-02-16,1
188,19,35.0008,0.8401,100.0,449.44,554.86,1362.02,1120.66,5.48,8.0,194.29,2222.96,8347.62,1.02,41.71,183.39,2388.11,8071.16,9.3046,0.02,332,2223,100.0,14.93,8.9249,2023-02-17,1
188,20,10.0013,0.2509,100.0,489.05,604.48,1498.07,1305.39,10.52,15.49,394.42,2318.93,8774.71,1.26,45.12,371.87,2388.06,8135.6,8.6378,0.03,367,2319,100.0,28.52,17.1069,2023-02-18,1
188,21,0.0027,0.0,100.0,518.67,641.89,1584.69,1406.01,14.62,21.61,553.5,2388.01,9067.17,1.3,47.25,522.31,2388.1,8134.77,8.4064,0.03,394,2388,100.0,38.98,23.3617,2023-02-19,1
188,22,42.0064,0.8406,100.0,445.0,549.66,1356.39,1120.88,3.91,5.72,138.73,2212.01,8325.69,1.02,41.97,130.5,2388.15,8090.2,9.2987,0.02,330,2212,100.0,10.51,6.4511,2023-02-20,1
188,23,41.9982,0.84,100.0,445.0,549.12,1352.67,1119.22,3.91,5.71,138.31,2211.98,8317.56,1.02,41.82,130.67,2388.04,8086.64,9.3094,0.02,330,2212,100.0,10.63,6.3893,2023-02-21,1
188,24,0.0004,0.0,100.0,518.67,642.5,1593.64,1399.68,14.62,21.61,553.95,2388.02,9056.17,1.3,47.34,522.16,2388.06,8140.18,8.4214,0.03,392,2388,100.0,38.92,23.4736,2023-02-22,1
188,25,20.0026,0.7019,100.0,491.19,607.31,1481.87,1245.37,9.35,13.65,335.61,2323.94,8717.13,1.08,44.27,315.41,2388.05,8069.27,9.1807,0.02,364,2324,100.0,24.62,14.7707,2023-02-23,1
188,26,24.9986,0.6219,60.0,462.54,536.28,1261.65,1037.23,7.05,9.02,176.13,1915.39,8006.31,0.94,36.67,164.99,2028.27,7877.95,10.8908,0.02,308,1915,84.93,14.53,8.546,2023-02-24,1
188,27,10.0042,0.2511,100.0,489.05,604.6,1498.15,1305.09,10.52,15.49,395.0,2318.89,8785.07,1.26,45.29,371.98,2388.07,8129.6,8.6685,0.03,369,2319,100.0,28.67,17.1211,2023-02-25,1
188,28,10.0059,0.2511,100.0,489.05,604.48,1495.75,1310.2,10.52,15.49,394.84,2318.85,8777.75,1.26,45.21,371.79,2388.11,8133.76,8.6032,0.03,369,2319,100.0,28.56,17.1436,2023-02-26,1
188,29,35.0002,0.84,100.0,449.44,555.04,1367.37,1131.34,5.48,8.0,194.95,2222.95,8349.58,1.02,41.86,183.2,2388.07,8074.11,9.3143,0.02,334,2223,100.0,14.98,8.9568,2023-02-27,1
188,30,42.0012,0.8415,100.0,445.0,548.86,1350.11,1123.06,3.91,5.72,138.83,2211.96,8323.67,1.02,41.92,130.79,2388.06,8087.89,9.3338,0.02,331,2212,100.0,10.48,6.4603,2023-02-28,1
188,31,42.0053,0.84,100.0,445.0,549.34,1352.38,1118.12,3.91,5.72,138.45,2211.95,8321.56,1.02,42.1,130.6,2388.07,8091.71,9.3645,0.02,330,2212,100.0,10.58,6.3821,2023-03-01,1
188,32,42.0077,0.84,100.0,445.0,549.95,1354.87,1116.41,3.91,5.71,138.34,2211.92,8324.95,1.02,42.18,130.69,2388.04,8091.11,9.3561,0.02,333,2212,100.0,10.59,6.3268,2023-03-02,1
188,33,9.9991,0.2508,100.0,489.05,604.47,1497.36,1304.25,10.52,15.49,395.04,2318.92,8786.37,1.26,45.37,372.2,2388.06,8135.91,8.5996,0.03,368,2319,100.0,28.61,17.2372,2023-03-03,1
188,34,42.0078,0.8405,100.0,445.0,549.61,1350.51,1115.44,3.91,5.71,138.7,2211.97,8322.63,1.02,41.88,130.65,2387.99,8086.05,9.3298,0.02,330,2212,100.0,10.51,6.4273,2023-03-04,1
188,35,42.007,0.84,100.0,445.0,549.71,1353.93,1122.87,3.91,5.72,138.62,2211.99,8323.41,1.02,42.01,130.6,2388.03,8088.64,9.3739,0.02,329,2212,100.0,10.64,6.2426,2023-03-05,1
188,36,10.002,0.25,100.0,489.05,604.2,1497.72,1307.15,10.52,15.49,394.46,2318.89,8780.28,1.26,45.42,372.15,2388.12,8131.7,8.6063,0.03,368,2319,100.0,28.69,17.2009,2023-03-06,1
188,37,0.0005,0.0,100.0,518.67,642.64,1588.4,1397.43,14.62,21.61,554.2,2388.07,9057.47,1.3,47.42,522.16,2388.07,8138.83,8.4093,0.03,394,2388,100.0,39.0,23.3095,2023-03-07,1
188,38,42.0064,0.84,100.0,445.0,549.64,1347.4,1120.85,3.91,5.72,139.05,2211.99,8330.56,1.02,42.0,130.7,2388.05,8085.35,9.3273,0.02,330,2212,100.0,10.62,6.3992,2023-03-08,1
188,39,25.0012,0.621,60.0,462.54,536.09,1260.17,1049.08,7.05,9.03,175.53,1915.33,8011.93,0.94,36.74,165.23,2028.29,7879.01,10.8876,0.02,308,1915,84.93,14.29,8.6798,2023-03-09,1
188,40,0.0008,0.0,100.0,518.67,642.06,1588.16,1403.79,14.62,21.61,554.43,2388.04,9058.51,1.3,47.44,521.43,2388.06,8147.14,8.4134,0.03,393,2388,100.0,39.01,23.4141,2023-03-10,1
188,41,0.0011,0.0008,100.0,518.67,642.74,1584.48,1412.98,14.62,21.61,554.21,2388.04,9063.31,1.3,47.39,522.05,2388.02,8140.67,8.4512,0.03,392,2388,100.0,39.11,23.4018,2023-03-11,1
188,42,0.0021,0.0014,100.0,518.67,642.15,1586.13,1400.43,14.62,21.61,554.44,2388.05,9055.15,1.3,47.29,521.8,2388.11,8137.69,8.4195,0.03,392,2388,100.0,38.83,23.3484,2023-03-12,1
188,43,20.0006,0.7012,100.0,491.19,607.08,1482.89,1252.48,9.35,13.66,334.69,2323.98,8723.07,1.08,44.34,314.82,2388.13,8060.52,9.2186,0.02,364,2324,100.0,24.51,14.6846,2023-03-13,1
188,44,35.0021,0.8401,100.0,449.44,555.27,1363.46,1116.38,5.48,8.0,194.62,2223.04,8353.64,1.02,41.84,183.49,2388.13,8069.79,9.3305,0.02,332,2223,100.0,14.84,8.8907,2023-03-14,1
188,45,41.999,0.84,100.0,445.0,549.12,1347.85,1116.28,3.91,5.72,138.65,2212.02,8317.13,1.02,41.89,130.85,2388.08,8090.53,9.3366,0.02,330,2212,100.0,10.73,6.325,2023-03-15,1
188,46,25.0007,0.62,60.0,462.54,536.82,1255.19,1044.16,7.05,9.03,175.8,1915.41,8016.36,0.94,36.54,164.61,2028.27,7877.58,10.8691,0.02,307,1915,84.93,14.17,8.622,2023-03-16,1
188,47,10.0042,0.25,100.0,489.05,604.22,1499.2,1302.01,10.52,15.49,394.54,2318.92,8781.27,1.26,45.45,371.87,2388.05,8134.91,8.6579,0.03,370,2319,100.0,28.66,17.1142,2023-03-17,1
188,48,10.0052,0.25,100.0,489.05,604.42,1501.13,1300.8,10.52,15.49,394.92,2318.89,8784.37,1.26,45.38,371.73,2388.1,8131.7,8.6449,0.03,369,2319,100.0,28.51,17.2022,2023-03-18,1
